Generation 
2

Number of individuals per generation
200

Population scaled variables 
0,16.4705882353,16.6666666667,18.2352941176,18.2352941176,16.6666666667,16.6666666667,16.4705882353,4.11764705882,
1,20.8823529412,20.9803921569,18.9215686275,20.8823529412,20.8823529412,20.8823529412,19.3137254902,21.0784313725,
2,23.3333333333,23.3333333333,23.3333333333,23.2352941176,10.7843137255,24.9019607843,23.3333333333,23.3333333333,
3,20.8823529412,14.2156862745,20.8823529412,14.6078431373,21.6666666667,20.3921568627,21.0784313725,20.8823529412,
4,18.4313725490,16.4705882353,18.4313725490,18.4313725490,18.4313725490,16.0784313725,18.6274509804,18.5294117647,
5,17.2549019608,17.3529411765,17.6470588235,17.6470588235,17.6470588235,17.6470588235,5.09803921569,17.6470588235,
6,14.5098039216,1.96078431373,2.74509803922,1.96078431373,1.96078431373,1.96078431373,1.96078431373,5.09803921569,
7,19.6078431373,16.6666666667,16.6666666667,18.2352941176,16.6666666667,16.4705882353,18.6274509804,4.50980392157,
8,15.4901960784,15.4901960784,15.4901960784,17.0588235294,15.2941176471,15.4901960784,15.4901960784,21.5686274510,
9,4.11764705882,5.68627450980,18.2352941176,5.68627450980,5.68627450980,11.9607843137,5.68627450980,5.68627450980,
10,19.5098039216,16.3725490196,13.2352941176,12.8431372549,19.5098039216,16.1764705882,14.8039215686,0.686274509804,
11,16.6666666667,16.6666666667,17.0588235294,16.6666666667,17.0588235294,16.6666666667,16.7647058824,16.6666666667,
12,11.2745098039,1.86274509804,8.13725490196,8.13725490196,8.13725490196,20.6862745098,8.13725490196,8.13725490196,
13,5.39215686275,5.39215686275,5.39215686275,5.39215686275,5.39215686275,6.17647058824,5.39215686275,5.39215686275,
14,1.47058823529,4.21568627451,1.27450980392,1.47058823529,4.50980392157,1.47058823529,1.47058823529,1.07843137255,
15,8.82352941176,8.82352941176,8.72549019608,8.82352941176,11.9607843137,8.82352941176,8.03921568627,8.82352941176,
16,19.8039215686,19.0196078431,19.8039215686,20.1960784314,22.9411764706,19.8039215686,19.8039215686,19.8039215686,
